,R2,mse,Pr,Sp,D2,Ci,mape,n_rmse,Kn,analysis_sp,analysis_type
0,0.33211147729970514,0.019529930194407335,0.5999493251145144,0.5372657587363574,0.17648266506392052,0.6883085682400595,39.57900091229673,0.35060235157849107,0.37661635815497857,TB,TE_utr
1,0.3307788543222513,0.02016462995918578,0.6010244408644354,0.5276046374383805,0.16575900986229342,0.6846307849291536,40.131482913687954,0.3540798193743985,0.3692612836870044,TB,TE_utr
2,0.3469832417405442,0.020093757893841643,0.6222676048064857,0.5597443081303436,0.1821030180645241,0.6976292651372914,48.7168870546976,0.3570925027717847,0.39525750921200764,TB,TE_utr
3,0.321177523470926,0.0204297008549054,0.5960977051079225,0.5347781695666611,0.16297021461144912,0.687004364204123,41.39364247417334,0.360397550454529,0.3740078588567674,TB,TE_utr
4,0.33108818831579323,0.020542084991542347,0.5958456936736479,0.5363081255410119,0.17972675436994268,0.6886986101430983,50.95470678906586,0.3581382655684755,0.37739673282558633,TB,TE_utr
5,0.3261484521598179,0.020504617729387484,0.5986371534930437,0.5575953551909002,0.1809875572621431,0.696071294425331,48.70227379536006,0.35692362809878314,0.39214208234437276,TB,TE_utr
6,0.35337298129790395,0.020169965010502996,0.6297909331918546,0.5574470113427493,0.17852976267684362,0.6970373944860467,40.6104970821701,0.3544823864774717,0.39407458537137524,TB,TE_utr
7,0.3169590298096022,0.020620309490308693,0.5871295201761764,0.5262612790339363,0.1659819406495736,0.6843406423080103,41.5451905464582,0.35888576246225834,0.36868052269128354,TB,TE_utr
8,0.37043048292884195,0.019755952767660064,0.6522049081268996,0.5771726608661196,0.18973434607038153,0.7038568446722328,49.07551739695965,0.35351447561486143,0.4077128467545147,TB,TE_utr
9,0.3151383278574347,0.02059758354772611,0.5811128280546878,0.5302092566715,0.16515571264325124,0.6855497822033447,40.419637870686955,0.3565520591971975,0.37109889334967056,TB,TE_utr
10,0.33072754359523604,0.020495961159181453,0.5976907348645005,0.5392226481346867,0.17352734790733249,0.6902272358567869,43.91340556774717,0.35861550589996544,0.3804538820221307,TB,TE_utr
11,0.3361408992866959,0.020810806721275513,0.60868819174818,0.5392128311670227,0.17661221614095846,0.6894992668644427,41.525648240036155,0.3626897102730973,0.37899794629409655,TB,TE_utr
12,0.34252214805126324,0.020345324483467847,0.6189402967695322,0.5548631982963841,0.1753852175908347,0.6946224326047443,45.31139603102496,0.3608382256080102,0.3892442618932357,TB,TE_utr
13,0.3276722177940614,0.01951880671543364,0.5880195628426135,0.5450402090353035,0.17094360680250154,0.6911363537729318,39.60381764628498,0.34852352411587983,0.3822723125395345,TB,TE_utr
14,0.3367811391030803,0.020183031005222882,0.6063621780767495,0.5462129533481631,0.17322913171143994,0.6912822484063731,48.6958459778075,0.3564259973680222,0.38256390385083605,TB,TE_utr
15,0.33745606633093594,0.020365801677268414,0.6054013488235575,0.5307941058068091,0.16831704353490595,0.6865259087729305,39.46230560879746,0.35709519522184613,0.3730512393282791,TB,TE_utr
16,0.325388488022593,0.020325833468871738,0.594935561978154,0.5332298388314942,0.16731091054666802,0.6865871980920929,42.84962960324193,0.35734698604478293,0.37317401057923566,TB,TE_utr
17,0.34584844674046866,0.020673937206964078,0.6184881863576623,0.5592166977348452,0.18800146855006605,0.6970663743081328,40.40755626895714,0.3543782266042199,0.39413223953941,TB,TE_utr
18,0.3411258741359575,0.020270684847293052,0.6096824863205019,0.549495263334746,0.1865496791420992,0.6927886600042056,48.86999926480549,0.35468569753645107,0.3855766227713574,TB,TE_utr
