,R2,mse,Pr,Sp,D2,Ci,mape,n_rmse,Kn,analysis_sp,analysis_type
0,0.29998988867159004,0.12038886095923364,0.6278488253547996,0.4858119790214463,0.12555965837184957,0.6730170900339651,15.446703648336433,0.19646466905438348,0.34603292860391605,TB,Abundance_All
1,0.31047671590160575,0.10983415123380677,0.6231322907429256,0.4521045726954699,0.12823772830784874,0.6597738990352399,15.197836575353751,0.18830006719964568,0.3195460645584971,TB,Abundance_All
2,0.32908594632086197,0.10827116862464094,0.6478439454278588,0.4695326724864343,0.14020453156152635,0.6669320588995091,14.65166678588871,0.18549782029645498,0.33386170289489214,TB,Abundance_All
3,0.3166137624612283,0.11044233895064581,0.6281861565495557,0.4573850679610977,0.12972783403964694,0.6614518697320304,15.102554386522552,0.1871447501893689,0.32290290531400834,TB,Abundance_All
4,0.32830905905071606,0.10706140027650704,0.6494265528650712,0.49240171854069,0.1324076108227401,0.6753520650123559,15.150219564348467,0.18611000357808702,0.35070240868696234,TB,Abundance_All
5,0.30040362580822066,0.11857023043434294,0.5998279097257813,0.4853350460414115,0.13925895786186715,0.6727635986192779,15.076194255122328,0.19285856111054672,0.3455255013104011,TB,Abundance_All
6,0.2912292213210922,0.11305154932741866,0.6047109615784307,0.4837151310064093,0.1232393723343016,0.670998178254162,15.099817076174313,0.19067538683968946,0.34199441286782295,TB,Abundance_All
7,0.3168591168813282,0.11093732846011477,0.6214676586041143,0.45632349017019486,0.1301135539820315,0.6611705818499519,14.879146135086907,0.18761146958336786,0.3223387488733649,TB,Abundance_All
8,0.2939231275367268,0.11731296909513654,0.6071305513294143,0.4784103227880473,0.12561615930377412,0.6693989423948788,15.212708601016844,0.19395297254418498,0.3387958718055747,TB,Abundance_All
9,0.26693538580261245,0.11155620861594914,0.6141305682480281,0.44469847474238167,0.10480968739096763,0.6566685920890971,14.91751962440124,0.18963893526694275,0.3133354034140719,TB,Abundance_All
10,0.305821053676131,0.11136115490332017,0.6268118793009259,0.4882960149692078,0.13114921579751193,0.6742200981658486,14.881507226727114,0.18837515467538254,0.3484376759959589,TB,Abundance_All
11,0.300633036512568,0.11255831922888689,0.6058840557148012,0.4492429768632624,0.12737496079935673,0.6599622940393273,15.004813718862325,0.19015931021200705,0.3199225219394592,TB,Abundance_All
12,0.29515442425717586,0.10888096411642978,0.6019812425674012,0.45413683064371135,0.12490559856281891,0.6602363101760934,14.681947165862585,0.18726497027512884,0.32047088182314404,TB,Abundance_All
13,0.31564000775193957,0.1081808048191225,0.6305760414555603,0.48310815717145855,0.1267284977069698,0.6712266909702632,14.986935183747832,0.18740693727255495,0.3424523203576011,TB,Abundance_All
14,0.3223249663454617,0.11298293285023332,0.6582042201039325,0.4912120639829134,0.12161194816355558,0.674042332017056,15.298634879842501,0.19139794171118762,0.3480829555533131,TB,Abundance_All
15,0.300555357690257,0.10817878757267936,0.6240635587610843,0.44281288372449373,0.12034840005010428,0.6557643086022628,14.550151451595298,0.1857774244514355,0.31152749053301065,TB,Abundance_All
16,0.31175479680796503,0.11699782288944537,0.6353567415562225,0.4703389357030831,0.1299959721012509,0.6667090328270577,15.2095709701837,0.19395711533017776,0.33341625689744264,TB,Abundance_All
17,0.30686715997524916,0.10586483932606955,0.6351919199073062,0.46051414228384113,0.11326863878045013,0.6633328407854451,15.377826129468842,0.18728599642105478,0.3266645001548084,TB,Abundance_All
18,0.26786616211834224,0.12167203838009082,0.5997668666858083,0.4483220796182605,0.10900133158939396,0.6579132142910654,15.681953954092897,0.19838739050102494,0.31582438890969766,TB,Abundance_All
19,0.333842513350609,0.10664943673418759,0.6417467460707664,0.4740841942999411,0.13534116031950305,0.6676650264426703,14.678239166682728,0.1846601698874271,0.3353283203817596,TB,Abundance_All
20,0.30436628009529976,0.11209378255050526,0.6323659242207629,0.458135993829456,0.12779569025198878,0.6624557223101691,15.004799173465788,0.19016582602065638,0.3249101016808774,TB,Abundance_All
21,0.2983853646601383,0.12056184194984518,0.6262952591802073,0.44145054506119596,0.12315452335032395,0.6557932077780096,15.267144002357186,0.19570703862215738,0.3115848057254178,TB,Abundance_All
22,0.3068695422908473,0.11358240685622434,0.6299746779997194,0.48044206255273386,0.12563159432003623,0.6700769774058734,14.795882155615992,0.19055616424964086,0.34015175802711467,TB,Abundance_All
23,0.2868641713385979,0.1034930470939065,0.588586787737645,0.45691015365766124,0.12140046770542523,0.6614916122578989,14.723537430701883,0.18308151445738466,0.32298113862329536,TB,Abundance_All
