,R2,mse,Pr,Sp,D2,Ci,mape,n_rmse,Kn,analysis_sp,analysis_type
0,0.18651560565791037,0.0203260841814791,0.4734241037317128,0.4723245984684826,0.0987527367410479,0.6632465853314787,45.35378311749042,0.3175852949839902,0.32633343549271576,LD,TE_utr
1,0.18971143049581862,0.020333643780084044,0.4858902187952223,0.46485343705170656,0.09860631109281603,0.6609008794822004,44.98251272042613,0.3172506177208295,0.32164954200423296,LD,TE_utr
2,0.19061024003176041,0.019980291894368736,0.47055576722379777,0.45945357502112677,0.09797481309714173,0.6593244975647301,40.31060016929106,0.31414700636395876,0.31848548621762374,LD,TE_utr
3,0.19218800733145902,0.020290773640691172,0.49413729798728906,0.4762391161633596,0.10663982249400294,0.6650541623749952,41.58988394861727,0.31694626664203746,0.3299576374415278,LD,TE_utr
4,0.18736946157651968,0.021113057859551358,0.4749604295033723,0.47044861795631326,0.09957740066663279,0.6625599072609255,47.514617300785716,0.32490981764112625,0.3249782739319375,LD,TE_utr
5,0.1957864518559177,0.019307806346325732,0.48303785459992216,0.46540352908606963,0.10189437876799823,0.6604534289021251,39.76689177853531,0.30732552111219563,0.3207619430816358,LD,TE_utr
6,0.1967629941228639,0.01925967155824082,0.482547105644345,0.463680631303358,0.10082927800860875,0.6595413897047694,42.990934565566384,0.31141872761869366,0.3189181684558803,LD,TE_utr
7,0.19576524424509933,0.02019864287238261,0.4805697573633591,0.4723613267039016,0.10291339830083368,0.6622470658381013,46.22997815131778,0.3195812183901326,0.3243320952426441,LD,TE_utr
8,0.2122141470697313,0.01988852428182284,0.5183588687230034,0.511311544629173,0.11651149521071569,0.6770966473005249,44.18319945120772,0.31499218110101707,0.354033890742876,LD,TE_utr
9,0.19242669239642407,0.01980354562324961,0.48445372897954087,0.46810251903132494,0.10392762619467377,0.6606952164885544,42.91312044817529,0.3149686222472368,0.32126084947802874,LD,TE_utr
10,0.19565954212061387,0.01978357009115481,0.489054273390775,0.47339526710832164,0.1046490219659224,0.663435768669419,51.01473835541288,0.3109250418567509,0.32672402918958116,LD,TE_utr
11,0.2018818654554857,0.01966977407882278,0.5019138268018544,0.4834609674791424,0.10675439249263696,0.6677150137890426,44.14537460196472,0.31222554942554875,0.33528266314760585,LD,TE_utr
12,0.18258610454431357,0.02059178476696051,0.47383884540003474,0.4628491421210396,0.10467704843199055,0.6595480666355378,58.454288916951015,0.3237946890617696,0.3189392353146051,LD,TE_utr
13,0.18635737524752394,0.020392534775283452,0.4684192024367864,0.46609424304015323,0.10102514566338805,0.6604042151909127,43.786412738249005,0.3195333795363676,0.3206585498623856,LD,TE_utr
14,0.19169986186524934,0.019567542413986776,0.4767164806185422,0.4659203915400072,0.09756023142042414,0.6603318181985296,42.533224745400304,0.3087623407272988,0.32051146679976983,LD,TE_utr
15,0.19746242237218714,0.019349392886617797,0.4885250035382305,0.4822857461750333,0.10748863345789739,0.6664793675868015,54.73194256712988,0.31146692832270934,0.3328000172507925,LD,TE_utr
16,0.187294996706022,0.019964551950919583,0.46524689293324517,0.4568579574634924,0.10060916243572327,0.6585109700869286,41.44426166245015,0.3150011351805477,0.316876449873621,LD,TE_utr
17,0.1818190908910542,0.019928131014735253,0.46094384485896955,0.450711411190987,0.1013005753983881,0.6552200613497684,43.455675254201225,0.31576588503956343,0.3102905230243405,LD,TE_utr
18,0.18427464532097082,0.020062953038759802,0.4707320546314338,0.46093126828307845,0.09685216694248078,0.6586381628126416,54.539491592945886,0.3167138584299112,0.3171337304771188,LD,TE_utr
19,0.1691339550745895,0.019624980585946847,0.43184193261010273,0.42493107197275204,0.09081700107808321,0.6453954987469286,42.3025235503049,0.3111414758891022,0.2906540724229918,LD,TE_utr
20,0.18820329964471505,0.02093412706673699,0.48734410357033664,0.47151556986465376,0.10023560585072366,0.6630364793391164,47.25743172925339,0.32412173106373393,0.3259442828943939,LD,TE_utr
21,0.1881304472763472,0.020067371879186367,0.4696308474101835,0.4442780303597399,0.1025667431156525,0.6532837053795754,43.293295745174795,0.3178393151332294,0.30641235450317017,LD,TE_utr
22,0.19359750417233323,0.020467081306806488,0.48479625615151595,0.4619150412307004,0.09490505250538095,0.6595954334597731,44.67976684750012,0.3186688186876989,0.3190288394513228,LD,TE_utr
23,0.1965119326055218,0.020087742657189378,0.4845408447030921,0.47579503158957814,0.10350119852775763,0.6639577985136352,43.08272698018298,0.31515298993770874,0.32777926573421706,LD,TE_utr
24,0.18490536829069415,0.01984346455575073,0.46415099573177643,0.4563374262126221,0.10129837529735741,0.656986915484681,53.346789378414236,0.31292761783141776,0.3138201246741561,LD,TE_utr
