,R2,mse,Pr,Sp,D2,Ci,mape,n_rmse,Kn,analysis_sp,analysis_type
0,0.15229835569857442,0.02046134369354906,0.3914309474399822,0.40690411195041354,0.09994843381561491,0.6393583549574003,48.529724343190644,0.33464414068025355,0.27859596402085773,LD,TE_codon
1,0.1324638630152295,0.021027144196743463,0.3642277956755393,0.3783627596085638,0.08723230672744786,0.6293355717856968,48.7203379418305,0.3387951090181716,0.2585673148057642,LD,TE_codon
2,0.15014169383348241,0.020274422150364912,0.388188800282077,0.40315057586897113,0.08578599184233993,0.6373751577760621,43.73013015574188,0.3323375675757755,0.27463196085795333,LD,TE_codon
3,0.1362114098404914,0.020968573647176015,0.36911235093258193,0.3859726233837444,0.09942314190952783,0.6303003861065375,45.1220310150724,0.33835408097329495,0.26047781936916675,LD,TE_codon
4,0.12779604564513747,0.02187373265589235,0.35750544616629854,0.37636191414255715,0.08615063903167508,0.6274325455323018,51.72263522077705,0.34729497232830875,0.2547860357950805,LD,TE_codon
5,0.14955022938809426,0.019756671356215554,0.3873637078014112,0.3990943302576444,0.09315490471123145,0.6351756404694856,42.69793888729334,0.32647178459620324,0.27023639457237725,LD,TE_codon
6,0.13700384238749208,0.01996571836707895,0.3702102226298269,0.3865097732710267,0.08470487894841727,0.630742732684626,46.18225757214462,0.33316863427983817,0.2613518411608846,LD,TE_codon
7,0.16070400889812975,0.02031855986838131,0.40313582224365074,0.41500709941192176,0.09940598306046611,0.6410573063497326,49.66746165363753,0.3367383089224257,0.28199904126405173,LD,TE_codon
8,0.15786108095138107,0.02053270382979265,0.39965815596700965,0.4125313248927185,0.09951781818885841,0.6404273388012897,47.72573497228242,0.3361424161249836,0.28073412253858004,LD,TE_codon
9,0.14410520891558476,0.02027835943502501,0.37997064104436495,0.3953852211483853,0.09256370607262399,0.6344183590069099,45.79559934875231,0.33482434446874626,0.2687339963589948,LD,TE_codon
10,0.15437296913337695,0.020109713944852423,0.39435222778043943,0.4104336859334637,0.09931415239659402,0.6398924156659653,53.94524331588057,0.32915384047394836,0.27966242178161843,LD,TE_codon
11,0.15546585058992413,0.020075747692590445,0.3948692845988333,0.41276355196700387,0.10015253541097513,0.6409450275943499,47.32451373423872,0.33129268691011315,0.28177155572660595,LD,TE_codon
12,0.12639447316078167,0.021198955563920964,0.35818698891989664,0.37714542870965445,0.086989248317909,0.6271885942205244,62.87840748338274,0.3451875100662225,0.25427586626115267,LD,TE_codon
13,0.11726566425592122,0.021330095018179365,0.34421265834132464,0.35807425079177396,0.07810480821864552,0.6212195945387046,47.36172802902823,0.34326365167287487,0.24233964943159217,LD,TE_codon
